,date,numTweets,pandemic,dayOfWeek,score
520,2015-06-05,10,0,Friday,-0.017464999999999998
521,2015-06-06,7,0,Saturday,0.036230952380952364
522,2015-06-07,5,0,Sunday,0.26066
523,2015-06-08,141,0,Monday,-0.0658804373522459
524,2015-06-09,13,0,Tuesday,-0.12160769230769232
525,2015-06-10,15,0,Wednesday,-4.4222222222212174e-05
526,2015-06-11,18,0,Thursday,-0.055317129629629626
527,2015-06-12,14,0,Friday,0.08294285714285717
528,2015-06-13,5,0,Saturday,0.04926
529,2015-06-14,6,0,Sunday,0.007191666666666666
530,2015-06-15,13,0,Monday,0.09186025641025643
531,2015-06-16,4,0,Tuesday,0.014295833333333344
532,2015-06-17,20,0,Wednesday,0.038375000000000006
533,2015-06-18,4,0,Thursday,0.25698333333333334
534,2015-06-19,6,0,Friday,0.039125
535,2015-06-20,7,0,Saturday,0.08651904761904762
536,2015-06-21,5,0,Sunday,0.11221
537,2015-06-22,20,0,Monday,-0.02717708333333333
538,2015-06-23,11,0,Tuesday,0.11847803030303031
539,2015-06-24,4,0,Wednesday,0.11869166666666668
540,2015-06-25,10,0,Thursday,0.15046583333333333
541,2015-06-26,11,0,Friday,-0.008813636363636362
542,2015-06-27,4,0,Saturday,0.09145
543,2015-06-28,6,0,Sunday,0.25695
544,2015-06-29,5,0,Monday,-0.07376
545,2015-06-30,8,0,Tuesday,0.12981
546,2015-07-01,3,0,Wednesday,0.1423
547,2015-07-02,7,0,Thursday,-0.11501428571428571
548,2015-07-03,6,0,Friday,0.14702500000000002
549,2015-07-04,10,0,Saturday,0.024474999999999986
550,2015-07-05,12,0,Sunday,-0.06933194444444445
551,2015-07-06,6,0,Monday,0.3279916666666667
552,2015-07-07,7,0,Tuesday,0.01878095238095238
553,2015-07-08,8,0,Wednesday,0.010992401960784319
554,2015-07-09,10,0,Thursday,0.04021166666666668
555,2015-07-10,6,0,Friday,0.04462222222222222
556,2015-07-11,4,0,Saturday,0.38567500000000005
557,2015-07-12,8,0,Sunday,0.08133125
558,2015-07-13,11,0,Monday,-0.12926136363636362
559,2015-07-14,13,0,Tuesday,0.03353717948717949
560,2015-07-15,1,0,Wednesday,0.0
561,2015-07-16,13,0,Thursday,0.12714038461538463
562,2015-07-17,11,0,Friday,0.14936136363636365
563,2015-07-18,5,0,Saturday,-0.15306999999999998
564,2015-07-19,4,0,Sunday,-0.0656
565,2015-07-20,5,0,Monday,0.001090000000000002
566,2015-07-21,9,0,Tuesday,0.1257962962962963
567,2015-07-22,11,0,Wednesday,0.10148939393939393
568,2015-07-23,3,0,Thursday,-0.10588333333333333
569,2015-07-24,8,0,Friday,-0.13405
570,2015-07-25,5,0,Saturday,-0.08565333333333333
571,2015-07-26,5,0,Sunday,0.34908666666666666
572,2015-07-27,11,0,Monday,0.07859242424242424
573,2015-07-28,6,0,Tuesday,0.008355555555555552
574,2015-07-29,6,0,Wednesday,-0.17061388888888887
575,2015-07-30,12,0,Thursday,0.00481527777777777
576,2015-07-31,4,0,Friday,0.14100416666666665
577,2015-08-01,7,0,Saturday,0.07236190476190477
578,2015-08-02,1,0,Sunday,0.0762
579,2015-08-03,0,0,Monday,0.0
580,2015-08-04,7,0,Tuesday,-0.07547619047619049
581,2015-08-05,5,0,Wednesday,0.19913000000000003
582,2015-08-06,3,0,Thursday,0.07329999999999999
583,2015-08-07,5,0,Friday,-0.005393333333333336
584,2015-08-08,4,0,Saturday,0.13016666666666668
585,2015-08-09,4,0,Sunday,0.027137499999999995
586,2015-08-10,7,0,Monday,0.022152380952380972
587,2015-08-11,13,0,Tuesday,0.011058974358974367
588,2015-08-12,6,0,Wednesday,0.2803638888888889
589,2015-08-13,6,0,Thursday,-0.006745833333333333
590,2015-08-14,4,0,Friday,0.05355833333333333
591,2015-08-15,3,0,Saturday,0.06530555555555555
592,2015-08-16,2,0,Sunday,-0.23835
593,2015-08-17,7,0,Monday,-0.0015642857142857125
594,2015-08-18,5,0,Tuesday,-0.02633000000000002
595,2015-08-19,5,0,Wednesday,0.013173333333333348
596,2015-08-20,17,0,Thursday,0.09717254901960787
597,2015-08-21,14,0,Friday,0.20840714285714285
598,2015-08-22,6,0,Saturday,0.062487499999999994
599,2015-08-23,9,0,Sunday,-0.13260370370370367
600,2015-08-24,6,0,Monday,0.14217083333333333
601,2015-08-25,7,0,Tuesday,0.13811071428571428
602,2015-08-26,7,0,Wednesday,-0.049790476190476184
603,2015-08-27,2,0,Thursday,-0.10248333333333332
604,2015-08-28,3,0,Friday,0.21880555555555556
605,2015-08-29,17,0,Saturday,0.07013529411764706
606,2015-08-30,1,0,Sunday,0.0
607,2015-08-31,9,0,Monday,-0.012418518518518527
608,2015-09-01,7,0,Tuesday,-0.020014285714285714
609,2015-09-02,5,0,Wednesday,0.05194000000000001
610,2015-09-03,4,0,Thursday,-0.012291666666666687
611,2015-09-04,4,0,Friday,0.0005000000000000004
612,2015-09-05,2,0,Saturday,-0.190375
613,2015-09-06,2,0,Sunday,0.26335
614,2015-09-07,1,0,Monday,0.0
615,2015-09-08,6,0,Tuesday,-0.17495000000000002
616,2015-09-09,12,0,Wednesday,0.18959027777777782
617,2015-09-10,8,0,Thursday,0.018118749999999996
618,2015-09-11,6,0,Friday,0.4957
619,2015-09-12,3,0,Saturday,0.20683333333333334
620,2015-09-13,8,0,Sunday,0.10205
621,2015-09-14,8,0,Monday,-0.052120833333333325
622,2015-09-15,14,0,Tuesday,-0.04288571428571429
623,2015-09-16,12,0,Wednesday,0.05261874999999999
624,2015-09-17,4,0,Thursday,-0.04206666666666666
625,2015-09-18,10,0,Friday,-0.018940000000000002
626,2015-09-19,26,0,Saturday,0.08290961538461541
627,2015-09-20,6,0,Sunday,-0.01870555555555556
628,2015-09-21,13,0,Monday,0.07551730769230772
629,2015-09-22,4,0,Tuesday,0.011224999999999999
630,2015-09-23,17,0,Wednesday,0.010524509803921571
631,2015-09-24,13,0,Thursday,0.045330769230769244
632,2015-09-25,2,0,Friday,-0.13631666666666667
633,2015-09-26,3,0,Saturday,-0.047066666666666666
634,2015-09-27,6,0,Sunday,-0.011633333333333329
635,2015-09-28,7,0,Monday,0.17370595238095238
636,2015-09-29,19,0,Tuesday,0.10897368421052633
637,2015-09-30,13,0,Wednesday,-0.009205128205128203
638,2015-10-01,14,0,Thursday,0.04989642857142857
639,2015-10-02,7,0,Friday,0.16986547619047618
640,2015-10-03,5,0,Saturday,0.04038333333333334
641,2015-10-04,2,0,Sunday,0.0
642,2015-10-05,3,0,Monday,-0.20701111111111112
643,2015-10-06,4,0,Tuesday,0.06696666666666667
644,2015-10-07,7,0,Wednesday,0.15712142857142858
645,2015-10-08,6,0,Thursday,-0.05270277777777777
646,2015-10-09,7,0,Friday,-0.09358571428571429
647,2015-10-10,1,0,Saturday,0.0
648,2015-10-11,6,0,Sunday,0.12021666666666668
649,2015-10-12,2,0,Monday,0.3404
650,2015-10-13,8,0,Tuesday,0.22831875000000001
651,2015-10-14,9,0,Wednesday,0.04457037037037037
652,2015-10-15,2,0,Thursday,-0.21645
653,2015-10-16,12,0,Friday,-0.001326388888888888
654,2015-10-17,30,0,Saturday,0.05483555555555555
655,2015-10-18,4,0,Sunday,-0.25275000000000003
656,2015-10-19,4,0,Monday,0.1433125
657,2015-10-20,3,0,Tuesday,-0.037861111111111095
658,2015-10-21,2,0,Wednesday,0.159225
659,2015-10-22,6,0,Thursday,-0.021330555555555564
660,2015-10-23,4,0,Friday,0.21745
661,2015-10-24,11,0,Saturday,-0.09091363636363638
662,2015-10-25,5,0,Sunday,0.0
663,2015-10-26,7,0,Monday,0.18591190476190475
664,2015-10-27,10,0,Tuesday,0.028075
665,2015-10-28,18,0,Wednesday,-0.1178388888888889
666,2015-10-29,9,0,Thursday,-0.09130648148148149
667,2015-10-30,6,0,Friday,0.08195833333333334
668,2015-10-31,5,0,Saturday,0.06950500000000001
669,2015-11-01,5,0,Sunday,0.17797000000000002
670,2015-11-02,3,0,Monday,0.2442777777777778
671,2015-11-03,11,0,Tuesday,0.13168409090909092
672,2015-11-04,8,0,Wednesday,0.09831250000000001
673,2015-11-05,15,0,Thursday,-0.04928055555555555
674,2015-11-06,13,0,Friday,-0.13775384615384614
675,2015-11-07,3,0,Saturday,-0.2835388888888889
676,2015-11-08,10,0,Sunday,0.05334999999999999
677,2015-11-09,7,0,Monday,0.14804285714285711
678,2015-11-10,8,0,Tuesday,-0.10488125000000001
679,2015-11-11,13,0,Wednesday,0.04621410256410256
680,2015-11-12,6,0,Thursday,0.08822222222222222
681,2015-11-13,9,0,Friday,-0.009877777777777784
682,2015-11-14,3,0,Saturday,0.03535555555555555
683,2015-11-15,4,0,Sunday,0.1721125
684,2015-11-16,10,0,Monday,-0.17909666666666668
685,2015-11-17,3,0,Tuesday,-0.013933333333333317
686,2015-11-18,7,0,Wednesday,0.046014285714285716
687,2015-11-19,8,0,Thursday,-0.2006
688,2015-11-20,8,0,Friday,0.2409458333333333
689,2015-11-21,9,0,Saturday,0.01923703703703705
690,2015-11-22,11,0,Sunday,0.0439
691,2015-11-23,21,0,Monday,-0.023064285714285718
692,2015-11-24,13,0,Tuesday,0.06978461538461538
693,2015-11-25,7,0,Wednesday,0.13001857142857143
694,2015-11-26,6,0,Thursday,0.052660000000000005
695,2015-11-27,5,0,Friday,0.00440666666666667
696,2015-11-28,6,0,Saturday,-0.007149999999999999
697,2015-11-29,7,0,Sunday,0.15401547619047617
698,2015-11-30,8,0,Monday,0.06115624999999999
699,2015-12-01,12,0,Tuesday,0.0297375
700,2015-12-02,3,0,Wednesday,0.18523333333333336
701,2015-12-03,11,0,Thursday,-0.08522727272727275
702,2015-12-04,12,0,Friday,0.023833333333333342
703,2015-12-05,12,0,Saturday,0.06552083333333332
704,2015-12-06,4,0,Sunday,0.01630000000000001
705,2015-12-07,11,0,Monday,0.04073787878787879
706,2015-12-08,7,0,Tuesday,0.02888214285714285
707,2015-12-09,22,0,Wednesday,0.09488939393939395
708,2015-12-10,7,0,Thursday,-0.10694285714285713
709,2015-12-11,8,0,Friday,0.06595625
710,2015-12-12,5,0,Saturday,0.07224
711,2015-12-13,14,0,Sunday,-0.05170357142857144
712,2015-12-14,8,0,Monday,0.14729791666666664
713,2015-12-15,24,0,Tuesday,0.024274305555555552
714,2015-12-16,30,0,Wednesday,0.14240333333333333
715,2015-12-17,15,0,Thursday,0.22375111111111112
716,2015-12-18,13,0,Friday,-0.026269230769230763
717,2015-12-19,7,0,Saturday,0.0464257142857143
718,2015-12-20,4,0,Sunday,0.2992375
719,2015-12-21,5,0,Monday,0.20392666666666667
720,2015-12-22,15,0,Tuesday,0.12548222222222224
721,2015-12-23,10,0,Wednesday,0.094095
722,2015-12-24,6,0,Thursday,0.23194166666666668
723,2015-12-25,1,0,Friday,0.0973
724,2015-12-26,6,0,Saturday,0.20107222222222224
725,2015-12-27,0,0,Sunday,0.0
726,2015-12-28,8,0,Monday,0.09454583333333334
727,2015-12-29,4,0,Tuesday,0.25719583333333335
728,2015-12-30,3,0,Wednesday,0.3642888888888889
729,2015-12-31,10,0,Thursday,0.19160166666666661
730,2016-01-01,6,0,Friday,0.18438472222222224
731,2016-01-02,2,0,Saturday,0.03668333333333333
732,2016-01-03,4,0,Sunday,0.28585
733,2016-01-04,23,0,Monday,0.22810072463768122
734,2016-01-05,8,0,Tuesday,0.09748291666666667
735,2016-01-06,5,0,Wednesday,0.16596333333333332
736,2016-01-07,9,0,Thursday,-0.007761111111111111
737,2016-01-08,8,0,Friday,0.1782625
738,2016-01-09,5,0,Saturday,-0.08940000000000001
739,2016-01-10,15,0,Sunday,0.07087333333333333
740,2016-01-11,6,0,Monday,0.041600000000000005
741,2016-01-12,10,0,Tuesday,0.2648058333333333
742,2016-01-13,12,0,Wednesday,0.02356388888888888
743,2016-01-14,5,0,Thursday,-0.20813000000000006
744,2016-01-15,11,0,Friday,-0.04316060606060607
745,2016-01-16,4,0,Saturday,0.22771249999999998
746,2016-01-17,2,0,Sunday,-0.10659999999999999
747,2016-01-18,16,0,Monday,0.003437500000000005
748,2016-01-19,16,0,Tuesday,0.007299583333333327
749,2016-01-20,10,0,Wednesday,0.11080000000000001
750,2016-01-21,6,0,Thursday,0.14643333333333333
751,2016-01-22,11,0,Friday,0.09499090909090908
752,2016-01-23,2,0,Saturday,0.31845
753,2016-01-24,5,0,Sunday,0.06950333333333333
754,2016-01-25,11,0,Monday,0.021271212121212125
755,2016-01-26,6,0,Tuesday,0.08629999999999999
756,2016-01-27,4,0,Wednesday,-0.04005833333333332
757,2016-01-28,11,0,Thursday,-0.03099848484848485
758,2016-01-29,7,0,Friday,0.13736142857142858
759,2016-01-30,2,0,Saturday,0.35015
760,2016-01-31,5,0,Sunday,0.42374
761,2016-02-01,7,0,Monday,0.08907142857142857
762,2016-02-02,14,0,Tuesday,0.03922023809523809
763,2016-02-03,9,0,Wednesday,0.1330851851851852
764,2016-02-04,7,0,Thursday,-0.015171428571428567
765,2016-02-05,7,0,Friday,-0.004011904761904764
766,2016-02-06,4,0,Saturday,0.06563333333333334
767,2016-02-07,10,0,Sunday,-0.053126666666666676
768,2016-02-08,4,0,Monday,-0.03460000000000002
769,2016-02-09,24,0,Tuesday,-0.030255555555555563
770,2016-02-10,12,0,Wednesday,0.12050833333333333
771,2016-02-11,6,0,Thursday,-0.007638333333333321
772,2016-02-12,17,0,Friday,0.10903627450980394
773,2016-02-13,2,0,Saturday,-0.100325
774,2016-02-14,3,0,Sunday,0.18611666666666668
775,2016-02-15,12,0,Monday,0.07342222222222222
776,2016-02-16,9,0,Tuesday,-0.15865185185185185
777,2016-02-17,6,0,Wednesday,0.1188
778,2016-02-18,10,0,Thursday,-0.05585
779,2016-02-19,16,0,Friday,-0.0795703125
780,2016-02-20,12,0,Saturday,0.13575416666666665
781,2016-02-21,3,0,Sunday,0.19063333333333332
782,2016-02-22,8,0,Monday,0.129225
783,2016-02-23,7,0,Tuesday,-0.004814285714285708
784,2016-02-24,15,0,Wednesday,-0.024159999999999997
785,2016-02-25,37,0,Thursday,0.14751324324324325
786,2016-02-26,4,0,Friday,0.08154999999999998
787,2016-02-27,7,0,Saturday,0.24685714285714286
788,2016-02-28,2,0,Sunday,-0.03502000000000001
789,2016-02-29,7,0,Monday,0.1930821428571429
790,2016-03-01,58,0,Tuesday,0.04776293103448276
791,2016-03-02,9,0,Wednesday,0.13650833333333334
792,2016-03-03,9,0,Thursday,0.10938333333333333
793,2016-03-04,5,0,Friday,0.10783000000000001
794,2016-03-05,7,0,Saturday,-0.04542857142857143
795,2016-03-06,2,0,Sunday,0.159225
796,2016-03-07,6,0,Monday,0.07740000000000001
797,2016-03-08,10,0,Tuesday,-0.07347500000000001
798,2016-03-09,13,0,Wednesday,-0.11034846153846153
799,2016-03-10,15,0,Thursday,0.02199333333333333
800,2016-03-11,16,0,Friday,-0.0903625
801,2016-03-12,2,0,Saturday,0.15366666666666667
802,2016-03-13,11,0,Sunday,0.1573409090909091
803,2016-03-14,5,0,Monday,0.3215
804,2016-03-15,27,0,Tuesday,-0.04833364197530864
805,2016-03-16,20,0,Wednesday,-0.09204000000000001
806,2016-03-17,14,0,Thursday,-0.0823434523809524
807,2016-03-18,13,0,Friday,0.28426089743589744
808,2016-03-19,5,0,Saturday,0.07189999999999999
809,2016-03-20,8,0,Sunday,0.1061
810,2016-03-21,11,0,Monday,-0.1732363636363636
811,2016-03-22,8,0,Tuesday,-0.12903750000000003
812,2016-03-23,10,0,Wednesday,0.15601500000000001
813,2016-03-24,14,0,Thursday,-0.059842261904761905
814,2016-03-25,4,0,Friday,0.10447916666666665
815,2016-03-26,5,0,Saturday,-0.22944
816,2016-03-27,7,0,Sunday,0.1537785714285714
817,2016-03-28,7,0,Monday,0.16429523809523808
818,2016-03-29,14,0,Tuesday,-0.012134523809523802
819,2016-03-30,8,0,Wednesday,-0.07475625000000001
820,2016-03-31,8,0,Thursday,-0.03273541666666665
821,2016-04-01,16,0,Friday,0.01758645833333332
822,2016-04-02,7,0,Saturday,0.04301666666666667
823,2016-04-03,6,0,Sunday,-0.13244166666666668
824,2016-04-04,8,0,Monday,-0.02707499999999998
825,2016-04-05,10,0,Tuesday,-0.10314333333333332
826,2016-04-06,8,0,Wednesday,-0.07621875
827,2016-04-07,6,0,Thursday,0.10724166666666668
828,2016-04-08,13,0,Friday,0.1926128205128205
829,2016-04-09,6,0,Saturday,-0.06019333333333332
830,2016-04-10,4,0,Sunday,-0.08592500000000002
831,2016-04-11,11,0,Monday,0.024789393939393924
832,2016-04-12,10,0,Tuesday,-0.132558
833,2016-04-13,11,0,Wednesday,0.07408181818181818
834,2016-04-14,17,0,Thursday,0.12300549019607845
835,2016-04-15,10,0,Friday,-0.016165000000000002
836,2016-04-16,7,0,Saturday,0.06743214285714284
837,2016-04-17,3,0,Sunday,0.16423333333333334
838,2016-04-18,4,0,Monday,0.05047500000000002
839,2016-04-19,11,0,Tuesday,-0.07081515151515151
840,2016-04-20,19,0,Wednesday,0.10899649122807019
841,2016-04-21,9,0,Thursday,0.19301481481481483
842,2016-04-22,6,0,Friday,0.29329722222222226
843,2016-04-23,5,0,Saturday,0.10522499999999999
844,2016-04-24,9,0,Sunday,-0.058040740740740754
845,2016-04-25,10,0,Monday,0.07394083333333333
846,2016-04-26,10,0,Tuesday,0.025774333333333333
847,2016-04-27,20,0,Wednesday,0.07182958333333332
848,2016-04-28,11,0,Thursday,0.18510454545454544
849,2016-04-29,4,0,Friday,0.1470875
850,2016-04-30,10,0,Saturday,0.15924999999999997
851,2016-05-01,9,0,Sunday,0.2208425925925926
852,2016-05-02,9,0,Monday,0.16846666666666665
853,2016-05-03,9,0,Tuesday,-0.019312962962962962
854,2016-05-04,13,0,Wednesday,0.05625384615384616
855,2016-05-05,9,0,Thursday,0.3216351851851852
856,2016-05-06,28,0,Friday,0.0723595238095238
857,2016-05-07,27,0,Saturday,0.1476543209876543
858,2016-05-08,7,0,Sunday,0.10201428571428571
859,2016-05-09,12,0,Monday,-0.054795
860,2016-05-10,3,0,Tuesday,0.0
861,2016-05-11,7,0,Wednesday,-0.08475238095238095
862,2016-05-12,9,0,Thursday,-0.04525555555555555
863,2016-05-13,3,0,Friday,0.08518333333333333
864,2016-05-14,8,0,Saturday,0.04251833333333334
865,2016-05-15,6,0,Sunday,0.16525
866,2016-05-16,8,0,Monday,-0.004968749999999999
867,2016-05-17,14,0,Tuesday,0.09435119047619048
868,2016-05-18,12,0,Wednesday,-0.05703194444444445
869,2016-05-19,31,0,Thursday,-0.0280360752688172
870,2016-05-20,9,0,Friday,0.045012222222222224
871,2016-05-21,2,0,Saturday,-0.2113
872,2016-05-22,4,0,Sunday,0.115025
873,2016-05-23,0,0,Monday,0.0
874,2016-05-24,6,0,Tuesday,0.34850000000000003
875,2016-05-25,4,0,Wednesday,0.065525
876,2016-05-26,10,0,Thursday,0.05893750000000001
877,2016-05-27,6,0,Friday,-0.09059166666666667
878,2016-05-28,11,0,Saturday,0.01657500000000001
879,2016-05-29,6,0,Sunday,0.03053750000000001
880,2016-05-30,15,0,Monday,0.052965555555555564
881,2016-05-31,21,0,Tuesday,-0.022233333333333334
882,2016-06-01,39,0,Wednesday,0.049250427350427374
883,2016-06-02,13,0,Thursday,-0.006352564102564101
884,2016-06-03,6,0,Friday,0.0029680555555555606
885,2016-06-04,8,0,Saturday,0.13866250000000002
886,2016-06-05,5,0,Sunday,-0.006409999999999988
887,2016-06-06,10,0,Monday,-0.0034383333333333267
888,2016-06-07,7,0,Tuesday,-0.018635714285714287
889,2016-06-08,7,0,Wednesday,-0.04524999999999998
890,2016-06-09,7,0,Thursday,0.07608333333333335
891,2016-06-10,7,0,Friday,-0.1286285714285714
892,2016-06-11,7,0,Saturday,0.08136428571428571
893,2016-06-12,8,0,Sunday,-0.117178125
894,2016-06-13,5,0,Monday,-0.1752
895,2016-06-14,13,0,Tuesday,0.01810833333333334
896,2016-06-15,1,0,Wednesday,-0.007400000000000004
897,2016-06-16,10,0,Thursday,0.062825
898,2016-06-17,12,0,Friday,0.0030512500000000006
899,2016-06-18,16,0,Saturday,0.17957291666666667
900,2016-06-19,12,0,Sunday,-0.003823611111111113
901,2016-06-20,8,0,Monday,-0.056729166666666664
902,2016-06-21,11,0,Tuesday,-0.09698030303030304
903,2016-06-22,3,0,Wednesday,0.0246
904,2016-06-23,16,0,Thursday,-0.03547708333333335
905,2016-06-24,11,0,Friday,0.15492121212121213
906,2016-06-25,3,0,Saturday,0.46836666666666665
907,2016-06-26,3,0,Sunday,0.014633333333333332
908,2016-06-27,6,0,Monday,-0.06724166666666666
909,2016-06-28,8,0,Tuesday,0.04227916666666668
910,2016-06-29,6,0,Wednesday,-0.23626666666666665
911,2016-06-30,3,0,Thursday,-0.05820833333333333
912,2016-07-01,3,0,Friday,0.2624666666666667
913,2016-07-02,3,0,Saturday,0.21948333333333334
914,2016-07-03,1,0,Sunday,0.0
915,2016-07-04,6,0,Monday,-0.13707083333333334
916,2016-07-05,6,0,Tuesday,-0.06336666666666667
917,2016-07-06,16,0,Wednesday,0.040752083333333335
918,2016-07-07,12,0,Thursday,-0.09375
919,2016-07-08,4,0,Friday,-0.046066666666666665
920,2016-07-09,4,0,Saturday,0.204375
921,2016-07-10,9,0,Sunday,-0.005833333333333335
922,2016-07-11,7,0,Monday,0.08853214285714286
923,2016-07-12,22,0,Tuesday,-0.043034545454545464
924,2016-07-13,27,0,Wednesday,-0.01680679012345679
925,2016-07-14,12,0,Thursday,0.015390277777777786
926,2016-07-15,7,0,Friday,-0.07259999999999998
927,2016-07-16,9,0,Saturday,-0.09428333333333333
928,2016-07-17,5,0,Sunday,0.029060000000000002
929,2016-07-18,20,0,Monday,-0.027927083333333342
930,2016-07-19,10,0,Tuesday,-0.030225000000000002
931,2016-07-20,4,0,Wednesday,0.2899375
932,2016-07-21,5,0,Thursday,0.04348
933,2016-07-22,10,0,Friday,0.024164999999999996
934,2016-07-23,6,0,Saturday,0.05294305555555556
935,2016-07-24,7,0,Sunday,-0.13301904761904762
936,2016-07-25,8,0,Monday,-0.09845625000000001
937,2016-07-26,12,0,Tuesday,-0.059011111111111104
938,2016-07-27,10,0,Wednesday,0.026025
939,2016-07-28,14,0,Thursday,0.14076309523809524
940,2016-07-29,7,0,Friday,0.02508095238095239
941,2016-07-30,5,0,Saturday,0.012086666666666666
942,2016-07-31,2,0,Sunday,0.39135
943,2016-08-01,3,0,Monday,0.46846666666666664
944,2016-08-02,14,0,Tuesday,-0.026010714285714286
945,2016-08-03,8,0,Wednesday,-0.12606250000000002
946,2016-08-04,13,0,Thursday,0.030845512820512823
947,2016-08-05,18,0,Friday,0.02780972222222223
948,2016-08-06,13,0,Saturday,-0.2067884615384615
949,2016-08-07,8,0,Sunday,-0.1982925
950,2016-08-08,11,0,Monday,-0.03969886363636362
951,2016-08-09,13,0,Tuesday,0.00997230769230769
952,2016-08-10,21,0,Wednesday,-0.049881746031746034
953,2016-08-11,12,0,Thursday,0.0033062500000000015
954,2016-08-12,19,0,Friday,-0.05340000000000001
955,2016-08-13,11,0,Saturday,0.06976818181818183
956,2016-08-14,11,0,Sunday,0.04506909090909092
957,2016-08-15,7,0,Monday,0.03897047619047619
958,2016-08-16,23,0,Tuesday,-0.01971920289855072
959,2016-08-17,8,0,Wednesday,0.10269166666666667
960,2016-08-18,4,0,Thursday,-0.10740583333333334
961,2016-08-19,8,0,Friday,-0.022487500000000007
962,2016-08-20,2,0,Saturday,0.1543
963,2016-08-21,4,0,Sunday,-0.09723499999999999
964,2016-08-22,8,0,Monday,-0.031262500000000006
965,2016-08-23,17,0,Tuesday,0.09081176470588236
966,2016-08-24,5,0,Wednesday,0.2805433333333333
967,2016-08-25,6,0,Thursday,0.00010833333333333296
968,2016-08-26,12,0,Friday,0.020655555555555555
969,2016-08-27,6,0,Saturday,0.05680000000000002
970,2016-08-28,5,0,Sunday,-0.040859999999999994
971,2016-08-29,5,0,Monday,0.1622333333333333
972,2016-08-30,17,0,Tuesday,0.11387205882352941
973,2016-08-31,14,0,Wednesday,0.07379238095238096
974,2016-09-01,8,0,Thursday,0.001837499999999992
975,2016-09-02,15,0,Friday,0.01028277777777778
976,2016-09-03,9,0,Saturday,-0.09402962962962963
977,2016-09-04,6,0,Sunday,0.03401666666666667
978,2016-09-05,2,0,Monday,0.02705
979,2016-09-06,5,0,Tuesday,0.02236333333333333
980,2016-09-07,26,0,Wednesday,0.03625224358974359
981,2016-09-08,24,0,Thursday,-0.10285124999999999
982,2016-09-09,16,0,Friday,0.005809374999999999
983,2016-09-10,7,0,Saturday,0.35075
984,2016-09-11,3,0,Sunday,0.06363333333333333
985,2016-09-12,13,0,Monday,-0.0828346153846154
986,2016-09-13,17,0,Tuesday,0.05359509803921569
987,2016-09-14,10,0,Wednesday,0.04778000000000001
988,2016-09-15,8,0,Thursday,0.19504375000000002
989,2016-09-16,5,0,Friday,-0.016636666666666678
990,2016-09-17,8,0,Saturday,-0.0782375
991,2016-09-18,12,0,Sunday,0.15527291666666668
992,2016-09-19,14,0,Monday,-0.05739404761904761
993,2016-09-20,13,0,Tuesday,-0.019308333333333337
994,2016-09-21,14,0,Wednesday,-0.06092142857142858
995,2016-09-22,9,0,Thursday,-0.10239074074074074
996,2016-09-23,11,0,Friday,-0.0728340909090909
997,2016-09-24,17,0,Saturday,0.11162941176470588
998,2016-09-25,11,0,Sunday,0.18623484848484848
999,2016-09-26,10,0,Monday,0.17355750000000003
1000,2016-09-27,8,0,Tuesday,0.05771071428571429
1001,2016-09-28,17,0,Wednesday,0.030970098039215688
1002,2016-09-29,10,0,Thursday,0.042964999999999996
1003,2016-09-30,12,0,Friday,-0.056337499999999985
1004,2016-10-01,15,0,Saturday,0.29732
1005,2016-10-02,8,0,Sunday,0.30938125000000005
1006,2016-10-03,13,0,Monday,-0.06037628205128206
1007,2016-10-04,6,0,Tuesday,0.21680833333333335
1008,2016-10-05,17,0,Wednesday,-0.10080518207282915
1009,2016-10-06,11,0,Thursday,-0.12079090909090912
1010,2016-10-07,20,0,Friday,-0.07772749999999999
1011,2016-10-08,9,0,Saturday,-0.20176666666666668
1012,2016-10-09,9,0,Sunday,0.16180925925925926
1013,2016-10-10,2,0,Monday,0.6009
1014,2016-10-11,18,0,Tuesday,-0.009056944444444439
1015,2016-10-12,7,0,Wednesday,0.02272857142857145
1016,2016-10-13,8,0,Thursday,0.006712499999999989
1017,2016-10-14,5,0,Friday,0.08359
1018,2016-10-15,12,0,Saturday,-0.051440277777777786
1019,2016-10-16,3,0,Sunday,-0.09182222222222221
1020,2016-10-17,8,0,Monday,0.20502291666666667
1021,2016-10-18,12,0,Tuesday,-0.09171527777777777
1022,2016-10-19,12,0,Wednesday,-0.032766666666666666
1023,2016-10-20,7,0,Thursday,0.019514285714285713
1024,2016-10-21,11,0,Friday,-0.0661083333333333
1025,2016-10-22,10,0,Saturday,0.04301000000000001
1026,2016-10-23,5,0,Sunday,-0.002160000000000001
1027,2016-10-24,21,0,Monday,-0.0001797619047619048
1028,2016-10-25,11,0,Tuesday,0.1399621212121212
1029,2016-10-26,17,0,Wednesday,0.012516176470588234
1030,2016-10-27,14,0,Thursday,0.12703928571428572
1031,2016-10-28,34,0,Friday,0.01591029411764706
1032,2016-10-29,13,0,Saturday,-0.10052692307692308
1033,2016-10-30,5,0,Sunday,0.13955
1034,2016-10-31,17,0,Monday,0.18060588235294117
1035,2016-11-01,36,0,Tuesday,0.20209527777777778
1036,2016-11-02,20,0,Wednesday,0.17310083333333334
1037,2016-11-03,18,0,Thursday,0.07539796296296296
1038,2016-11-04,17,0,Friday,0.11839656862745102
1039,2016-11-05,11,0,Saturday,-0.006533333333333325
1040,2016-11-06,11,0,Sunday,0.11663181818181818
